payment_id,paid_date_id,customer_id,channel_id,store_id,billing_address_id,amount,method,status,transaction_ref,paid_at_time
7000005852,20240428,590,2,2.0,,53361.0,CARD,PAID,TX-55FFFEOV9D19,03:20:03
7000006806,20240428,682,2,2.0,1524.0,14941.08,CASH,PAID,TX-1U282G452IN4,08:42:04
7000008052,20240428,1329,1,,1102.0,14268.0,GATEWAY,PAID,TX-MHZN6XMQSSV8,11:47:52
7000008445,20240428,369,2,2.0,2687.0,48024.9,CARD,PAID,TX-HBFAUH9H05SC,02:22:38
7000009008,20240428,266,2,3.0,3836.0,44721.6,CASH,PAID,TX-KFL4F4DH4LR4,12:15:59
7000009268,20240428,442,1,,4180.0,46938.0,CARD,PAID,TX-UUI4EJPGO1L5,05:54:44
7000009317,20240428,840,2,4.0,2921.0,13068.0,CASH,PAID,TX-VWX6A1YKMK4F,06:09:13
7000009509,20240428,1297,1,,3249.0,29959.2,GATEWAY,PAID,TX-D9I9D8BOLSB1,11:33:34
7000010442,20240428,839,1,,2037.0,54805.5,GATEWAY,PAID,TX-0AGMFTE6XW27,18:50:00
7000010542,20240428,826,1,,2336.0,30303.0,GATEWAY,PAID,TX-8UJK15MCKZHV,13:11:35
7000011802,20240428,22,2,4.0,2484.0,34485.0,CASH,PAID,TX-0CD17SBB3VTC,03:45:45
7000000265,20240429,1065,1,,2984.0,64468.56,GATEWAY,PAID,TX-10MEATDUX63R,01:48:14
7000001741,20240429,564,2,3.0,3950.0,51001.5,CASH,PAID,TX-N92TGWXLXKM6,10:38:45
7000002080,20240429,301,1,,1330.0,13914.6,CARD,PAID,TX-3R3SXD8WG118,23:48:33
7000002137,20240429,240,1,,2162.0,40404.0,CARD,PAID,TX-8TYT2PTA9N7Y,04:30:18
7000002798,20240429,1448,1,,,29359.2,GATEWAY,PAID,TX-QIURE46AKL6W,02:51:49
7000003473,20240429,422,2,1.0,1576.0,53905.5,TRANSFER,PAID,TX-U3TZH5GOH2M9,13:36:29
7000004275,20240429,1095,2,2.0,1274.0,17242.5,TRANSFER,PAID,TX-FG78EZJ3EJDM,21:32:57
7000004584,20240429,713,1,,3920.0,15420.0,GATEWAY,PAID,TX-0W66MI5HE0P4,08:57:16
7000006410,20240429,648,2,2.0,3520.0,16335.0,CARD,PAID,TX-F3WLLOQYIEWH,14:50:08
7000007354,20240429,907,1,,3980.0,45302.16,GATEWAY,PAID,TX-RWYGNL1MY6B8,07:46:33
7000007945,20240429,957,1,,1904.0,93356.1,CARD,PAID,TX-MQCWUS0M34N5,15:44:06
7000008768,20240429,1384,2,2.0,1643.0,39204.0,TRANSFER,PAID,TX-73FLNWLFDVRN,14:10:08
7000009433,20240429,1223,2,3.0,1981.0,38115.0,CASH,PAID,TX-X9OCJDNNVKJN,07:26:22
7000009820,20240429,315,2,3.0,2746.0,13794.0,CASH,PAID,TX-9XDR6TX20DMI,01:51:35
7000010178,20240429,585,1,,3733.0,16020.0,GATEWAY,PAID,TX-SMZP0OOIU5TT,19:14:00
7000010356,20240429,1223,2,4.0,1858.0,32670.0,CASH,REFUNDED,TX-CLDXB36LXZGG,01:55:25
7000011933,20240429,263,1,,1534.0,31764.6,GATEWAY,PAID,TX-2MWGLTI53SE9,01:23:45
7000001422,20240430,756,1,,3843.0,49053.0,CARD,REFUNDED,TX-GBIEOWUF75WG,20:36:43
7000001423,20240430,418,2,1.0,3509.0,14520.0,CASH,PAID,TX-D80OAJ4YSFQP,04:53:43
7000003238,20240430,1284,2,1.0,3909.0,29040.0,CARD,PAID,TX-GOAB0M0BCPEG,21:22:06
7000003280,20240430,1132,1,,3808.0,66721.5,CARD,PAID,TX-AC3IG4VK9IAF,06:47:14
7000004212,20240430,1287,2,2.0,1428.0,35283.6,CASH,PAID,TX-T8IVI41AWPH0,11:06:06
7000005359,20240430,786,2,4.0,1736.0,17787.0,CARD,PAID,TX-HRFW210P5DQ8,09:43:38
7000005779,20240430,649,2,3.0,1649.0,15246.0,CASH,PAID,TX-WO2H8BJBGY7G,05:42:54
7000008045,20240430,755,1,,1733.0,40104.0,CARD,PAID,TX-BF6NRG30CH2G,06:40:54
7000008100,20240430,888,2,1.0,,101857.8,CASH,REFUNDED,TX-Q5QBTG8TPQ1T,21:47:20
7000009769,20240430,490,1,,3621.0,34122.0,GATEWAY,PAID,TX-DEC9OKT8B485,09:13:59
7000011275,20240430,1073,2,4.0,2030.0,32670.0,CARD,PAID,TX-3ZRKRXSY36L6,23:05:09
7000000306,20240501,800,1,,1955.0,83671.5,CARD,PAID,TX-GRX6A990BSH1,03:04:28
7000001086,20240501,494,1,,4050.0,64788.0,GATEWAY,PAID,TX-H8XN8WHN8VJF,01:23:38
7000001642,20240501,1081,1,,2083.0,93774.6,CARD,PAID,TX-RWWRTETOL4FE,03:01:23
7000001875,20240501,712,1,,2847.0,14306.64,GATEWAY,PAID,TX-BXPOPPO7Q1AZ,23:26:45
7000003711,20240501,747,1,,1797.0,103566.0,CARD,PAID,TX-SFES9C5O4F17,06:33:01
7000004007,20240501,789,2,1.0,3102.0,29040.0,CASH,PAID,TX-LUII05VFD87N,19:58:21
7000004533,20240501,1165,1,,1191.0,19350.0,GATEWAY,PAID,TX-X5DGR2B0XM8L,23:14:12
7000005102,20240501,413,2,3.0,,18150.0,CARD,PAID,TX-3JUUL7WJ3A6I,11:40:16
7000008344,20240501,1078,1,,1515.0,43888.8,CARD,PAID,TX-3OHDSUYQU3CB,20:47:23
7000008547,20240501,114,1,,2914.0,74182.44,CARD,PAID,TX-EGY8AYAX4FW4,01:42:48
7000008901,20240501,1270,1,,1549.0,39133.5,CARD,REFUNDED,TX-95P2ZXZO3JRS,13:43:45
7000009337,20240501,480,1,,1969.0,60795.0,CARD,PAID,TX-RCYCRJSSQGZ3,21:42:50
7000009873,20240501,908,1,,2221.0,27636.0,GATEWAY,REFUNDED,TX-5UAQ2WYCL02N,16:16:11
7000010272,20240501,662,1,,2901.0,45694.2,GATEWAY,PAID,TX-XZI358L7B2F3,07:29:52
7000010947,20240501,989,2,3.0,,91385.25,CASH,PAID,TX-I1CW2WALFIBS,23:42:26
7000000345,20240502,518,1,,1355.0,41164.2,CARD,PAID,TX-5WDA03DAZ3RW,14:42:44
7000000847,20240502,281,1,,2805.0,29867.4,CARD,PAID,TX-80OCGN7DPWB0,10:12:55
7000001749,20240502,1271,1,,2735.0,40104.0,CARD,PAID,TX-4N5J8MS2DBBF,14:59:36
7000003003,20240502,1324,1,,2094.0,40404.0,CARD,PAID,TX-RIK1THE0ZK79,14:57:44
7000003767,20240502,759,1,,1424.0,69144.0,GATEWAY,PAID,TX-7EGD1E1308FI,14:02:57
7000004282,20240502,1280,2,4.0,3822.0,18104.62,CASH,PAID,TX-M88Y2S3V8803,23:02:03
7000004935,20240502,554,2,1.0,3941.0,66247.5,CARD,PAID,TX-USMQ3RSB3X0B,08:48:28
7000005330,20240502,891,1,,,102477.0,GATEWAY,PAID,TX-H50JFCWYEB94,05:00:42
7000006940,20240502,268,1,,2591.0,19876.35,GATEWAY,PAID,TX-61WSKKXPS7EN,19:32:30
7000007319,20240502,1110,1,,2769.0,68244.0,GATEWAY,PAID,TX-G7W0WY3GV6FY,20:44:51
7000007643,20240502,822,1,,1251.0,16673.4,CARD,REFUNDED,TX-4O1TB4N5B3XW,20:22:44
7000008006,20240502,20,1,,2459.0,50086.5,CARD,PAID,TX-4NEQSWZVPO7F,10:21:39
7000008300,20240502,1127,1,,4169.0,47746.2,GATEWAY,REFUNDED,TX-EU2FFYQU7DVE,06:53:33
7000008945,20240502,679,1,,2780.0,33570.0,CARD,PAID,TX-I9HSN5EPBMK5,17:17:45
7000009222,20240502,836,2,3.0,,41382.0,CARD,PAID,TX-VQCJZI9WRXTG,18:20:19
7000009341,20240502,708,1,,1681.0,48090.0,GATEWAY,PAID,TX-QA1MAH7N9TSV,12:17:41
7000009692,20240502,220,2,3.0,,28459.2,CARD,PAID,TX-NYJ05B0IA6AK,07:02:43
7000000542,20240503,1022,1,,1269.0,46023.24,CARD,PAID,TX-1BQ2S2WMSWY7,08:39:33
7000001309,20240503,1257,1,,1850.0,74190.75,GATEWAY,PAID,TX-IU8XLCK8O8SE,02:00:38
7000002024,20240503,324,1,,1428.0,38833.5,GATEWAY,PAID,TX-S9C1XN4CIM8P,04:43:45
7000002535,20240503,793,1,,1342.0,52987.92,GATEWAY,PAID,TX-OKHKNN75JFM6,02:37:56
7000002847,20240503,472,1,,1047.0,19350.0,CARD,PAID,TX-DMP10BLLZS56,08:15:21
7000003580,20240503,1116,1,,3544.0,15429.6,CARD,PAID,TX-D7AL99HD6GN3,15:46:03
7000003796,20240503,1274,1,,,35385.0,GATEWAY,PAID,TX-M2MFMQFDTY7D,15:04:44
7000004318,20240503,1388,1,,2803.0,18687.0,GATEWAY,PAID,TX-X0BHT1KR6IIV,13:51:44
7000004776,20240503,494,1,,3609.0,110845.68,GATEWAY,PAID,TX-7OEV5R5Z4280,14:46:11
7000005546,20240503,44,1,,2190.0,25022.4,GATEWAY,PAID,TX-J1XZS15W02W3,06:09:07
7000005931,20240503,1076,1,,2393.0,19287.0,CARD,PAID,TX-AZI7M841PPZW,13:42:17
7000006087,20240503,921,2,2.0,4167.0,84324.9,CASH,PAID,TX-R84AFFO71T6W,19:49:16
7000006646,20240503,966,1,,2758.0,77430.0,CARD,PAID,TX-KK95KP7V326B,09:39:12
7000007833,20240503,651,2,3.0,1671.0,13794.0,CASH,PAID,TX-DR3FCO68W093,17:40:02
7000009754,20240503,1053,1,,3525.0,15729.6,GATEWAY,PAID,TX-TJTQXPMAIK8H,02:25:12
7000010127,20240503,474,1,,3955.0,44460.0,GATEWAY,PAID,TX-W9YY5KJENHLH,21:47:47
7000011130,20240503,1383,1,,1821.0,47857.68,GATEWAY,PAID,TX-GTJBVDPXQ8SM,11:07:01
7000011465,20240503,1138,1,,2324.0,30167.4,CARD,PAID,TX-0RKHA1CRE4PE,01:55:15
7000011620,20240503,435,2,1.0,2474.0,19965.0,TRANSFER,PAID,TX-5AQQZT9RT769,19:49:03
7000000189,20240504,984,1,,4016.0,45723.24,GATEWAY,PAID,TX-RYV7WF3XMBAU,16:34:34
7000000351,20240504,997,2,1.0,2521.0,32670.0,CARD,PAID,TX-P1YVFKXVQVAE,02:42:15
7000000671,20240504,1100,1,,1512.0,30240.0,CARD,PAID,TX-3YWCMHEBYMHR,11:28:31
7000001189,20240504,304,2,3.0,2241.0,32670.0,CASH,PAID,TX-HRKAWFBAL0T3,11:26:23
7000001200,20240504,839,1,,,19350.0,CARD,REFUNDED,TX-VAVWR5T9L1OT,05:37:02
7000002576,20240504,1242,1,,2096.0,42364.2,CARD,PAID,TX-0GIY4XQGNE4R,03:03:58
7000002900,20240504,749,1,,3677.0,54488.4,GATEWAY,PAID,TX-F9WU54BKT3YM,14:04:02
7000004476,20240504,1074,2,4.0,1210.0,27588.0,CARD,PAID,TX-08EJYDO1445A,11:10:30
7000005229,20240504,1176,1,,2301.0,36474.0,CARD,PAID,TX-YVA9X6CWL3W2,12:30:58
7000005355,20240504,1292,1,,1774.0,33870.0,CARD,PAID,TX-UQ157LY7AXMG,11:18:10
7000005473,20240504,858,1,,1087.0,79801.92,GATEWAY,PAID,TX-ZMPCE8EA8J7I,18:03:47
7000007073,20240504,477,2,1.0,3595.0,14483.7,CARD,PAID,TX-DDX34NIFI4DA,11:12:57
7000008615,20240504,1313,1,,2816.0,42882.0,CARD,PAID,TX-YSHAD7DEZWHY,09:11:19
7000010141,20240504,954,2,4.0,4042.0,41382.0,CARD,PAID,TX-I4PGKN1GPGMB,19:01:05
7000011481,20240504,1475,1,,2105.0,18442.5,CARD,REFUNDED,TX-KGPBHAQ1J2NH,22:22:31
7000000146,20240505,280,1,,1190.0,100951.88,CARD,PAID,TX-XAZ8J2P7RN3J,19:52:36
7000001067,20240505,958,1,,1790.0,29940.0,GATEWAY,PAID,TX-RA1346TMP7N4,07:34:20
7000001471,20240505,1219,2,4.0,,17787.0,CARD,PAID,TX-LABEUL52E63Z,21:38:02
7000002081,20240505,425,1,,1152.0,30167.4,CARD,PAID,TX-0Z8EY95RBNSR,00:18:27
7000002440,20240505,308,1,,1019.0,18442.5,CARD,PAID,TX-ZTOCI5WDJVFY,11:10:35
7000002446,20240505,1400,2,4.0,2528.0,15246.0,CASH,PAID,TX-ESCLZ6QNH2KC,22:09:10
7000003147,20240505,1293,2,2.0,3905.0,53687.7,TRANSFER,REFUNDED,TX-RP8APAHMTVDY,07:21:49
7000003572,20240505,590,1,,1575.0,55650.0,CARD,PAID,TX-XT9Q6PG3BWQV,10:48:56
7000004069,20240505,127,2,2.0,1728.0,36300.0,CASH,PAID,TX-RJT5MCY28N3C,15:03:27
7000004379,20240505,68,2,3.0,1456.0,43560.0,CARD,PAID,TX-0Y5BLW0ACECH,00:54:59
7000006158,20240505,1429,1,,1786.0,29461.08,CARD,PAID,TX-3WDM3BLM5KLE,00:20:53
7000007985,20240505,713,1,,2570.0,55650.0,GATEWAY,PAID,TX-99F8NX5MVO6C,05:47:46
7000009685,20240505,1065,2,4.0,3730.0,38419.92,CASH,PAID,TX-G5LR7F7DXMHR,22:40:39
7000010669,20240505,1157,1,,2636.0,42688.8,CARD,PAID,TX-DQT9W65LUZWZ,13:08:21
7000010901,20240505,723,1,,3156.0,50505.0,GATEWAY,REFUNDED,TX-Y0PB5VS4RNZZ,18:14:58
7000011884,20240505,570,2,1.0,3803.0,86103.6,TRANSFER,PAID,TX-NZK31FQQVHX1,21:55:18
7000000020,20240506,866,1,,3933.0,59895.0,CARD,PAID,TX-EZKXQ80I4527,15:36:24
7000000389,20240506,792,1,,1409.0,12414.6,CARD,PAID,TX-2AGIF4ST5TVG,07:05:32
7000000908,20240506,200,2,4.0,2343.0,13068.0,CASH,PAID,TX-4I36422IDC5V,12:22:02
7000001862,20240506,208,1,,3738.0,44460.0,GATEWAY,PAID,TX-2C9J2SMNP574,12:16:29
7000002189,20240506,930,1,,2734.0,70930.2,CARD,PAID,TX-AIB9QNVB5QZH,18:44:21
7000002673,20240506,1398,2,3.0,2767.0,13068.0,CASH,PAID,TX-VE9U35QITHKA,22:55:44
7000004424,20240506,732,1,,1291.0,44324.4,CARD,PAID,TX-4O7VBCIGDRVP,23:00:04
7000004726,20240506,812,1,,1096.0,54261.0,CARD,PAID,TX-M7ZIFNDMHUHO,01:40:17
7000004949,20240506,80,2,1.0,3931.0,97374.75,TRANSFER,PAID,TX-RKAEFF7ML6BN,22:09:17
7000005011,20240506,1211,2,4.0,1535.0,32670.0,TRANSFER,PAID,TX-C33MAAG1WKAD,20:20:24
7000006143,20240506,315,2,3.0,,71874.0,CARD,REFUNDED,TX-UL487BARDUWP,08:01:11
7000006212,20240506,1430,1,,3515.0,26136.0,GATEWAY,PAID,TX-0ULEQBSF1QUN,15:22:56
7000007426,20240506,121,2,4.0,1573.0,12414.6,TRANSFER,PAID,TX-FM3KNZKNYCJF,06:32:34
7000007506,20240506,1136,1,,2996.0,46420.2,CARD,PAID,TX-QUT8D5ZG9737,04:42:03
7000009927,20240506,1258,2,4.0,1607.0,28749.6,CASH,PAID,TX-5U43A669AHZ4,03:39:29
7000009970,20240506,861,1,,4.0,53290.5,CARD,PAID,TX-4V65U44KM5QN,11:12:00
7000010171,20240506,69,1,,2120.0,18351.75,CARD,REFUNDED,TX-QFAL1WBC45EL,21:16:40
7000011296,20240506,441,2,2.0,3989.0,65176.65,CASH,PAID,TX-TK9V1AN505KZ,19:14:41
7000000172,20240507,181,1,,1603.0,28488.0,GATEWAY,PAID,TX-0DQD29Q3T08A,22:39:45
7000000301,20240507,61,1,,,29040.0,GATEWAY,PAID,TX-KEOC6P3FKE5H,19:06:15
7000000763,20240507,1135,1,,3822.0,42364.2,CARD,PAID,TX-8O0J3T8UFHZY,21:49:14
7000001743,20240507,216,2,4.0,1425.0,54450.0,CARD,PAID,TX-NU1U7779RT3U,18:39:47
7000002498,20240507,1159,2,1.0,3591.0,54450.0,CARD,PAID,TX-XV9YZW1GBOGC,07:43:28
7000002549,20240507,1387,1,,2057.0,62946.3,CARD,PAID,TX-FJ6B370GUNIX,18:15:18
7000003252,20240507,254,1,,,15420.0,CARD,PAID,TX-PRTJX8NUWV94,21:02:00
7000003256,20240507,204,2,1.0,1591.0,72091.8,CASH,PAID,TX-1WEF39Z25UCR,06:52:59
7000003771,20240507,278,2,2.0,2557.0,13794.0,CARD,PAID,TX-7AJKXOS74RRM,02:39:42
7000003859,20240507,474,2,1.0,2031.0,18150.0,CASH,PAID,TX-U8S5T82D0MNF,12:15:51
7000004098,20240507,1246,2,4.0,1032.0,23522.4,CASH,PAID,TX-YZ5PUJI1NXXE,01:13:22
7000005786,20240507,610,1,,4153.0,15429.6,GATEWAY,PAID,TX-00PLV4DQGX0X,12:46:25
7000006213,20240507,499,1,,3586.0,71449.05,CARD,PAID,TX-RL8NIJHLQPMV,10:12:25
7000006780,20240507,1191,2,2.0,3000.0,43451.1,CASH,PAID,TX-9GLTSP9JWOTA,12:50:06
7000007954,20240507,505,1,,1615.0,14229.6,CARD,PAID,TX-8I23E9V9ULMN,07:07:20
7000008672,20240507,587,2,3.0,3193.0,69696.0,CARD,PAID,TX-UDH5GF5VTXCW,17:10:46
7000009589,20240507,402,1,,1556.0,87148.8,GATEWAY,PAID,TX-CUZ9EK2WCHV7,02:48:03
7000010135,20240507,873,1,,2018.0,42582.0,CARD,PAID,TX-AON6EZH05HEM,16:48:54
7000010243,20240507,98,1,,1452.0,14994.0,CARD,REFUNDED,TX-X72G82VOTER3,10:10:16
7000010524,20240507,963,2,2.0,,36300.0,CASH,PAID,TX-TBNO1O4C9KHU,23:32:25
7000010678,20240507,1145,1,,4170.0,44460.0,CARD,PAID,TX-M2GM6K7XQF32,10:17:46
7000011361,20240507,1248,2,1.0,3730.0,32670.0,CASH,PAID,TX-GNIAYIVR43ZB,12:36:31
7000011797,20240507,267,1,,3902.0,86538.96,GATEWAY,PAID,TX-X94XJW8YELTA,05:02:10
7000000299,20240508,807,2,3.0,,43560.0,CARD,PAID,TX-D8L8DJ0EK3LN,02:32:30
7000001825,20240508,650,2,3.0,3101.0,35574.0,CASH,PAID,TX-V8WXSQGU5GEB,14:20:32
7000001987,20240508,1322,1,,4089.0,48157.68,GATEWAY,PAID,TX-IDC4FJTIGOWD,14:09:38
7000002996,20240508,224,2,2.0,4177.0,45012.0,CARD,PAID,TX-22RTBG6WGRPI,21:07:25
7000005428,20240508,1365,2,3.0,2657.0,19565.7,CASH,PAID,TX-HQ0OQ2A3HG8S,17:32:31
7000005846,20240508,379,1,,1430.0,13068.0,GATEWAY,PAID,TX-068A5D9GGX0H,09:10:19
7000007419,20240508,205,2,1.0,2981.0,26136.0,CASH,REFUNDED,TX-7WUI4PPY6DJR,21:55:48
7000007455,20240508,1226,1,,2400.0,60432.0,GATEWAY,PAID,TX-R0WXBC5RKEVY,10:10:08
7000007698,20240508,1451,2,2.0,1297.0,27588.0,CASH,PAID,TX-QRHJX2J8WNOZ,16:44:30
7000007800,20240508,42,2,2.0,4056.0,16335.0,TRANSFER,PAID,TX-RKIY2OP677WN,10:32:53
7000008428,20240508,1377,1,,2114.0,29959.2,CARD,PAID,TX-3WXL9NIV89OH,07:14:41
7000009001,20240508,75,2,1.0,2718.0,35283.6,CASH,PAID,TX-M0CCEXGPQD14,09:49:20
7000009584,20240508,1287,1,,,36837.0,CARD,PAID,TX-DQBNY6MZWWHZ,18:43:44
7000009866,20240508,1218,2,2.0,1556.0,26136.0,CASH,REFUNDED,TX-V1QS7JSG2EWJ,01:19:19
7000010589,20240508,405,1,,1978.0,31029.0,CARD,PAID,TX-0719569NXW03,19:15:22
7000010974,20240508,790,1,,1740.0,28488.0,GATEWAY,PAID,TX-ZY3DCRBOU4UI,03:24:41
7000000899,20240509,1124,1,,4185.0,29659.2,GATEWAY,PAID,TX-FE0B17MY6XLE,15:46:36
7000003520,20240509,1154,2,1.0,3780.0,55103.4,CARD,PAID,TX-BORAUAUAGBTZ,06:52:23
7000003801,20240509,1296,2,4.0,2231.0,44576.4,CASH,PAID,TX-630MPISX97IM,04:16:41
7000003838,20240509,120,1,,2554.0,15574.8,GATEWAY,PAID,TX-GB90LTXOX1HK,20:38:21
7000004481,20240509,772,1,,3255.0,33870.0,CARD,PAID,TX-JB0MM9PGND47,11:49:19
7000004868,20240509,1390,2,4.0,1419.0,28749.6,CASH,PAID,TX-RR70AFFNZL47,21:26:19
7000005979,20240509,276,1,,1641.0,33870.0,GATEWAY,PAID,TX-THD97K8N677G,07:27:31
7000006942,20240509,1126,1,,2091.0,27336.0,GATEWAY,PAID,TX-5EJHXSG3XC1K,06:56:14
7000008060,20240509,797,1,,1688.0,57800.25,CARD,PAID,TX-KP0RF30SBVDW,01:14:40
7000009048,20240509,984,1,,3778.0,52927.5,GATEWAY,PAID,TX-6T3GGXS2KJBI,02:56:34
7000009076,20240509,587,2,3.0,1911.0,43560.0,CASH,PAID,TX-PTQNTL1N51ZP,03:02:53
7000009684,20240509,165,1,,3561.0,88020.0,CARD,PAID,TX-B5MU3Q9V2LK3,18:21:36
7000011556,20240509,53,1,,3640.0,17535.0,GATEWAY,PAID,TX-R92CXAEBR9BN,00:28:24
7000011588,20240509,910,2,4.0,,51183.0,CASH,PAID,TX-SLUR60CXW49V,23:03:10
7000001510,20240510,1026,1,,2902.0,92385.6,CARD,PAID,TX-2SGAAQEYE3V7,08:16:54
7000003033,20240510,1099,1,,2251.0,80697.0,CARD,PAID,TX-PPDUAO5FH5F3,22:21:23
7000003507,20240510,585,2,1.0,3435.0,26136.0,CASH,PAID,TX-SQG1KTKPUOR2,20:14:14
7000003705,20240510,362,2,4.0,1763.0,17242.5,CARD,PAID,TX-AOUS9405Y8OS,04:00:48
7000004054,20240510,1313,1,,1420.0,40704.0,GATEWAY,PAID,TX-VFQV7CW04WUZ,22:32:25
7000004652,20240510,949,2,4.0,1116.0,87120.0,CARD,PAID,TX-298DPXH9TJJX,19:03:16
7000004814,20240510,730,1,,2921.0,38707.5,CARD,PAID,TX-M37XTV0RCNCO,13:31:16
7000005260,20240510,829,2,3.0,3272.0,34485.0,CASH,PAID,TX-PNZO74ESANVN,00:00:31
7000006726,20240510,52,1,,1856.0,34187.1,GATEWAY,PAID,TX-KASAZQQ44NSX,23:27:23
7000006882,20240510,6,1,,,16872.0,CARD,PAID,TX-QG7UJ4DMGFRG,04:06:06
7000007147,20240510,364,2,4.0,3314.0,49821.75,CASH,PAID,TX-QHNVZECE43RF,03:50:14
7000007969,20240510,192,1,,1027.0,27036.0,CARD,PAID,TX-KASVR0NPPP2N,14:11:12
7000008664,20240510,422,1,,1704.0,15274.8,CARD,PAID,TX-LAXPWE1XDTAM,19:24:57
7000009325,20240510,615,2,3.0,2141.0,88209.0,CASH,PAID,TX-DV5PI04N20CH,18:55:11
7000010576,20240510,669,1,,3347.0,19050.0,GATEWAY,PAID,TX-MUMBTWC87WS1,13:25:32
7000011486,20240510,498,2,2.0,1578.0,54450.0,CARD,PAID,TX-XSMVMMLPFBHW,19:10:14
7000011727,20240510,234,2,3.0,3489.0,58697.1,CARD,PAID,TX-GX3YS8K9KJP7,11:04:24
7000000530,20240511,1004,1,,3373.0,29959.2,CARD,PAID,TX-QI9XXX36DOLK,19:35:07
7000002647,20240511,506,2,2.0,1596.0,27588.0,CARD,PAID,TX-PKYA2I37FJ72,06:13:39
7000003014,20240511,1375,2,4.0,3055.0,13721.4,CASH,PAID,TX-GFA8834NB9Q6,17:17:39
7000003285,20240511,433,1,,3162.0,33870.0,CARD,PAID,TX-0DCU24CO5KOR,06:43:17
7000003495,20240511,671,1,,1745.0,27544.2,GATEWAY,PAID,TX-JR964TABQ6S9,11:28:49
7000003972,20240511,1285,1,,,42882.0,GATEWAY,PAID,TX-HV29DMI0751E,14:51:17
7000004487,20240511,1050,2,4.0,3129.0,13794.0,CARD,PAID,TX-UTYQ6KQ0MHAF,16:14:02
7000004913,20240511,475,1,,2439.0,44614.8,GATEWAY,PAID,TX-1QZMWFSS29WO,03:48:39
7000004998,20240511,496,1,,1054.0,35574.0,GATEWAY,PAID,TX-35JYW3CICIHQ,22:00:27
7000005353,20240511,330,2,3.0,,36300.0,CASH,PAID,TX-YASUUH2VPH5P,11:34:34
7000005731,20240511,1387,2,3.0,2832.0,39204.0,TRANSFER,PAID,TX-YEK687ZVAUBS,17:46:59
7000005998,20240511,610,2,2.0,1243.0,123057.0,CASH,PAID,TX-RQUEAZ9R4KVC,03:39:11
7000006147,20240511,597,2,4.0,3331.0,66429.0,CASH,PAID,TX-OURYZ1EYMX6X,15:04:43
7000006746,20240511,177,1,,2437.0,16446.0,GATEWAY,PAID,TX-SRIHR2A5RZG6,08:27:10
7000010908,20240511,858,2,1.0,1140.0,13068.0,CASH,PAID,TX-LO5AYBF0MFQG,21:33:28
7000011937,20240511,444,1,,2532.0,30303.0,CARD,PAID,TX-C7R8QOLG2YBZ,04:35:34
7000000105,20240512,176,1,,1458.0,27336.0,CARD,PAID,TX-HSNZ6UUKGLAE,15:27:32
7000001424,20240512,1213,1,,2377.0,50505.0,GATEWAY,PAID,TX-AWG8P5WQFYR5,17:32:12
7000001465,20240512,1356,1,,3307.0,38743.8,CARD,PAID,TX-TX73762G9SQY,14:08:06
7000002675,20240512,135,1,,2600.0,35385.0,GATEWAY,PAID,TX-GDV44CM63Z4S,01:07:27
7000003116,20240512,199,1,,3003.0,54450.0,CARD,PAID,TX-8XM4M0QQ21ZY,19:45:59
7000004527,20240512,851,2,1.0,1514.0,28749.6,CARD,PAID,TX-ZY8DDRNILHOH,10:03:26
7000004877,20240512,1162,2,3.0,,13794.0,CARD,PAID,TX-KUKUZA68GTNT,22:11:39
7000005294,20240512,250,1,,3718.0,44188.8,CARD,PAID,TX-2GPDN1FVI7IF,16:02:29
7000005433,20240512,1265,2,3.0,3989.0,54313.88,CASH,PAID,TX-UMS58LZ2M3P6,02:29:30
7000005458,20240512,305,1,,2180.0,43608.0,CARD,PAID,TX-DPTUW2OQGOS3,14:13:25
7000006295,20240512,724,2,4.0,1784.0,43451.1,CASH,PAID,TX-ZMA2ESVDO26Q,00:16:06
7000007988,20240512,827,2,2.0,1208.0,16335.0,CARD,PAID,TX-QRPAHS905DBS,10:14:29
7000008512,20240512,1464,1,,3027.0,15874.8,GATEWAY,PAID,TX-TTHNVOD8O9TQ,22:21:54
7000009332,20240512,730,1,,,47664.0,CARD,PAID,TX-2WTWPXWVY3OI,10:59:24
7000009709,20240512,467,2,4.0,1087.0,14229.6,CASH,PAID,TX-LHIDFOS1FE4P,07:21:43
7000011123,20240512,1376,1,,3313.0,67111.2,GATEWAY,PAID,TX-9JEYYVYON2T4,22:18:33
7000000385,20240513,314,2,2.0,1792.0,91294.5,TRANSFER,PAID,TX-B0U2HVMBN4HZ,07:59:21
7000002350,20240513,1374,2,4.0,2449.0,13068.0,CARD,PAID,TX-ER4ZQ1D207TE,01:13:10
7000002379,20240513,625,2,3.0,1339.0,51727.5,CARD,PAID,TX-FU3663XRO8YU,18:01:56
7000003731,20240513,457,1,,1300.0,65659.2,CARD,PAID,TX-14HV5TFKJ96D,14:13:30
7000003823,20240513,732,2,3.0,,13068.0,CARD,PAID,TX-DC047XQ1JW4B,02:15:41
7000004276,20240513,955,1,,2168.0,28488.0,CARD,PAID,TX-AFEU91MUIR3I,18:02:16
7000004299,20240513,28,2,1.0,2797.0,28967.4,CASH,REFUNDED,TX-GTCNLAJ3JR0O,20:59:00
7000004733,20240513,1015,2,4.0,3327.0,53905.5,TRANSFER,PAID,TX-INGTXY2GQCRF,21:28:07
7000005392,20240513,101,1,,,36483.6,GATEWAY,PAID,TX-R5ZM6PDGVWZK,13:06:29
